timestamp,open_BTCUSDT,high_BTCUSDT,low_BTCUSDT,close_BTCUSDT,volume_BTCUSDT,close_time_BTCUSDT,quote_av_BTCUSDT,trades_BTCUSDT,tb_base_av_BTCUSDT,tb_quote_av_BTCUSDT,ignore_BTCUSDT
2019-11-21 00:00:00,8098.56000000,8099.25000000,8080.35000000,8098.48000000,550.09576700,1574297999999,4449960.57193656,7159,308.95281500,2499270.63914060,0
2019-11-21 01:00:00,8098.52000000,8131.03000000,8092.10000000,8123.13000000,936.60493700,1574301599999,7593362.45698322,9863,531.67249700,4310684.24940256,0
2019-11-21 02:00:00,8123.25000000,8129.78000000,8104.00000000,8121.19000000,747.59945000,1574305199999,6067494.61494205,8671,410.81322900,3333801.43273057,0
2019-11-21 03:00:00,8120.75000000,8134.73000000,8096.62000000,8125.98000000,874.09002900,1574308799999,7091909.03964198,9841,458.67852200,3721427.65080678,0
2019-11-21 04:00:00,8125.20000000,8129.26000000,8100.33000000,8113.99000000,816.05297300,1574312399999,6621249.94030702,8255,386.18707200,3133436.38646870,0
2019-11-21 05:00:00,8113.37000000,8125.00000000,8107.58000000,8124.24000000,476.53403200,1574315999999,3866935.59792478,6487,246.48170700,2000152.77479076,0
2019-11-21 06:00:00,8124.24000000,8126.00000000,8083.39000000,8094.31000000,1002.45011100,1574319599999,8119618.19039884,10635,546.73280400,4428565.23613085,0
2019-11-21 07:00:00,8093.92000000,8104.00000000,8075.23000000,8088.58000000,1284.14143700,1574323199999,10383551.88399666,10615,593.94862800,4803021.46038026,0
2019-11-21 08:00:00,8088.29000000,8095.00000000,7910.00000000,7936.10000000,6125.48573200,1574326799999,48927038.94642757,34405,2408.01998900,19231753.66474441,0
2019-11-21 09:00:00,7937.02000000,7968.07000000,7916.20000000,7933.52000000,2755.77812200,1574330399999,21891661.45988033,19831,1392.06899400,11059366.18388307,0
2019-11-21 10:00:00,7934.69000000,7941.33000000,7905.00000000,7922.34000000,2085.96844600,1574333999999,16531620.92961885,16076,1123.60934600,8905896.96215429,0
2019-11-21 11:00:00,7922.34000000,7922.74000000,7855.00000000,7870.66000000,4789.51700600,1574337599999,37775615.36542903,27779,1861.17506800,14683866.78024311,0
2019-11-21 12:00:00,7869.66000000,7920.00000000,7840.81000000,7902.00000000,2847.46200700,1574341199999,22425323.29886310,17677,1491.79639100,11750877.83389310,0
2019-11-21 13:00:00,7901.56000000,7904.09000000,7880.00000000,7884.89000000,1359.09038400,1574344799999,10723596.42281394,12281,765.71597100,6041924.49625961,0
2019-11-21 14:00:00,7885.09000000,7897.79000000,7777.77000000,7794.60000000,3916.11275900,1574348399999,30713981.45645589,25744,1543.48354200,12116601.22486135,0
2019-11-21 15:00:00,7797.31000000,7799.61000000,7500.00000000,7631.44000000,13808.78014000,1574351999999,105156756.03923175,71934,5726.28575100,43585792.99966405,0
2019-11-21 16:00:00,7631.43000000,7669.47000000,7597.26000000,7614.00000000,3160.47270600,1574355599999,24104029.39161481,24246,1468.03808300,11195952.03933620,0
2019-11-21 17:00:00,7613.99000000,7615.87000000,7526.45000000,7573.43000000,2882.70699200,1574359199999,21856547.22199566,22222,1507.64084800,11433871.68349971,0
2019-11-21 18:00:00,7573.06000000,7606.85000000,7559.49000000,7587.14000000,1776.38492600,1574362799999,13477521.06873998,17084,882.71234900,6697205.14356888,0
2019-11-21 19:00:00,7588.04000000,7632.54000000,7583.23000000,7629.81000000,1617.00776000,1574366399999,12302559.63547614,15538,819.90836600,6238279.17796005,0
2019-11-21 20:00:00,7629.80000000,7660.00000000,7566.00000000,7600.00000000,1863.59485400,1574369999999,14197519.73569321,18302,936.03768200,7131456.61250385,0
2019-11-21 21:00:00,7600.00000000,7630.00000000,7587.10000000,7595.36000000,933.38108700,1574373599999,7102495.44648182,12498,486.35923500,3701174.57742152,0
2019-11-21 22:00:00,7595.36000000,7628.06000000,7594.04000000,7623.49000000,848.29179300,1574377199999,6459474.60262705,11168,473.45391900,3604750.50752365,0
2019-11-21 23:00:00,7624.12000000,7640.26000000,7601.26000000,7627.74000000,961.17681100,1574380799999,7326852.96069997,11751,532.59704300,4060120.28775423,0
2019-11-22 00:00:00,7627.79000000,7685.02000000,7616.88000000,7685.02000000,1607.16698400,1574384399999,12300217.80933791,15039,760.37992700,5818548.41989501,0
2019-11-22 00:00:00,7627.79000000,7685.02000000,7616.88000000,7685.02000000,1607.16698400,1574384399999,12300217.80933791,15039,760.37992700,5818548.41989501,0
2019-11-22 01:00:00,7685.02000000,7692.18000000,7645.18000000,7647.65000000,1801.80511500,1574387999999,13816594.04335556,15814,880.43136100,6751262.88583686,0
2019-11-22 02:00:00,7647.65000000,7668.81000000,7623.59000000,7636.70000000,1500.41178400,1574391599999,11481601.06227899,12376,624.79006100,4780505.20937435,0
2019-11-22 03:00:00,7636.70000000,7641.88000000,7588.00000000,7599.85000000,1466.13384200,1574395199999,11161593.46193103,13874,779.18368800,5931675.56738795,0
2019-11-22 04:00:00,7599.77000000,7632.03000000,7597.78000000,7613.60000000,1397.50872200,1574398799999,10638577.29246039,11643,756.20286800,5756699.95378822,0
2019-11-22 05:00:00,7613.27000000,7621.66000000,7523.80000000,7559.39000000,2466.42549300,1574402399999,18684665.49410693,19377,1198.95713400,9086191.84158726,0
2019-11-22 06:00:00,7559.38000000,7574.99000000,7420.00000000,7460.21000000,5499.89015000,1574405999999,41276803.87983319,31390,2363.67467400,17740151.00148463,0
2019-11-22 07:00:00,7460.19000000,7572.05000000,7401.00000000,7556.41000000,5842.59216900,1574409599999,43789303.33344826,39500,2823.80638900,21173559.92164414,0
2019-11-22 08:00:00,7556.40000000,7750.00000000,7502.72000000,7518.31000000,6857.18153600,1574413199999,51977907.75781628,41252,3123.32926400,23690287.71531818,0
2019-11-22 09:00:00,7518.39000000,7522.95000000,7360.00000000,7402.73000000,7762.80930000,1574416799999,57696271.35976397,52036,3689.96756000,27432136.37842488,0
2019-11-22 10:00:00,7402.77000000,7404.00000000,6940.00000000,7080.32000000,18016.88350500,1574420399999,128730815.66746356,103756,7235.59784500,51634420.61440522,0
2019-11-22 11:00:00,7080.33000000,7184.01000000,7060.00000000,7106.71000000,6444.10865000,1574423999999,45865500.88084479,42288,3073.86494700,21881918.82661314,0
2019-11-22 12:00:00,7102.88000000,7159.56000000,7078.11000000,7146.95000000,4814.60288000,1574427599999,34275036.67513916,31620,2650.97449200,18874641.66733257,0
2019-11-22 13:00:00,7146.81000000,7146.81000000,6985.00000000,7034.00000000,5843.26166300,1574431199999,41272340.95042630,42120,2708.36204600,19137081.80165222,0
2019-11-22 14:00:00,7034.00000000,7106.69000000,6790.00000000,7035.94000000,12736.39852800,1574434799999,88332210.43990288,76366,5944.10960600,41273721.97348335,0
2019-11-22 15:00:00,7038.84000000,7148.00000000,7038.84000000,7124.35000000,8809.60405800,1574438399999,62538203.54147861,48653,4463.59447400,31686928.62736181,0
2019-11-22 16:00:00,7125.22000000,7220.00000000,7098.90000000,7126.17000000,7149.25647500,1574441999999,51152197.36737100,41725,3543.21007300,25354893.58492646,0
2019-11-22 17:00:00,7126.54000000,7178.21000000,7116.59000000,7143.10000000,3297.12107400,1574445599999,23567501.29483421,23781,1783.16437400,12746137.31896267,0
2019-11-22 18:00:00,7144.04000000,7244.03000000,7133.38000000,7231.78000000,2348.45519800,1574449199999,16857864.34072413,18846,1356.64761600,9737801.25407893,0
2019-11-22 19:00:00,7232.85000000,7350.00000000,7200.00000000,7297.91000000,10086.07181100,1574452799999,73324240.20602136,46519,5552.46197800,40385969.34313342,0
2019-11-22 20:00:00,7297.91000000,7378.25000000,7257.27000000,7314.40000000,3786.27926600,1574456399999,27726093.96010187,27386,1976.66509400,14476494.23090928,0
2019-11-22 21:00:00,7314.13000000,7344.58000000,7275.70000000,7321.61000000,2179.77392900,1574459999999,15936128.10780357,21759,998.32585400,7299056.97295220,0
2019-11-22 22:00:00,7322.44000000,7340.00000000,7207.65000000,7245.89000000,2365.73444200,1574463599999,17216067.11467367,19911,1229.87655300,8949185.17072421,0
2019-11-22 23:00:00,7244.46000000,7297.75000000,7156.36000000,7268.23000000,2523.66368500,1574467199999,18263800.22096630,20573,1350.33430400,9769956.32499621,0
2019-11-23 00:00:00,7268.23000000,7284.57000000,7143.00000000,7195.03000000,2532.00606100,1574470799999,18213368.77666439,22404,1252.01642100,9009543.73953369,0
2019-11-23 00:00:00,7268.23000000,7284.57000000,7143.00000000,7195.03000000,2532.00606100,1574470799999,18213368.77666439,22404,1252.01642100,9009543.73953369,0
2019-11-23 01:00:00,7195.03000000,7213.17000000,7161.45000000,7197.24000000,1262.70396400,1574474399999,9079759.32774467,13116,658.69949900,4736831.35768636,0
2019-11-23 02:00:00,7197.24000000,7277.49000000,7189.03000000,7249.84000000,1115.91282800,1574477999999,8077285.91668035,13046,598.34700700,4330670.87944980,0
2019-11-23 03:00:00,7249.64000000,7292.51000000,7232.18000000,7271.94000000,1363.84769900,1574481599999,9892119.87224500,13565,636.82700100,4619053.03638223,0
2019-11-23 04:00:00,7271.94000000,7300.69000000,7202.00000000,7202.04000000,1669.60030300,1574485199999,12105588.54375923,14998,800.83544800,5809996.12243462,0
2019-11-23 05:00:00,7204.15000000,7234.92000000,7170.29000000,7200.78000000,1606.89600200,1574488799999,11573724.75703245,13954,888.59894700,6400300.97761263,0
2019-11-23 06:00:00,7200.78000000,7224.19000000,7176.90000000,7201.61000000,1588.41003800,1574492399999,11440904.50318705,13340,841.91729400,6064350.21667577,0
2019-11-23 07:00:00,7202.37000000,7235.40000000,7158.31000000,7171.30000000,1949.85530300,1574495999999,14020806.86781994,16023,936.76451300,6738387.18483872,0
2019-11-23 08:00:00,7171.30000000,7207.98000000,7112.26000000,7136.57000000,2874.60699200,1574499599999,20573328.68425970,17402,1272.61803000,9109318.59903614,0
2019-11-23 09:00:00,7137.00000000,7171.09000000,7080.01000000,7153.48000000,3396.97330500,1574503199999,24181448.09543734,24225,1668.53307600,11876089.00170081,0
2019-11-23 10:00:00,7151.56000000,7199.99000000,7114.28000000,7165.17000000,2282.37454700,1574506799999,16341078.75656344,19421,1286.17265300,9210775.55453325,0
2019-11-23 11:00:00,7166.38000000,7215.00000000,7149.22000000,7171.92000000,2215.60049900,1574510399999,15916350.42135384,18431,1157.43666200,8315602.42013058,0
2019-11-23 12:00:00,7171.92000000,7197.23000000,7139.75000000,7150.14000000,2049.65768200,1574513999999,14691700.87071070,19657,1009.76052200,7239085.79763969,0
2019-11-23 13:00:00,7150.14000000,7180.00000000,7147.16000000,7170.31000000,2223.15743500,1574517599999,15923060.46400745,15647,974.45244800,6980605.72403906,0
2019-11-23 14:00:00,7170.14000000,7298.00000000,7162.76000000,7256.38000000,4340.59475100,1574521199999,31414213.48945688,30869,2363.03208600,17107488.07646689,0
2019-11-23 15:00:00,7257.09000000,7333.50000000,7226.34000000,7291.20000000,3634.93579700,1574524799999,26440124.56339911,24680,2019.76987500,14690338.18367864,0
2019-11-23 16:00:00,7288.96000000,7344.48000000,7230.65000000,7293.65000000,4127.71213800,1574528399999,30148996.74374016,28601,2136.40486900,15610605.17555964,0
2019-11-23 17:00:00,7294.67000000,7307.68000000,7248.00000000,7287.09000000,1904.19027100,1574531999999,13856681.52655031,17944,1005.09234200,7313709.38862259,0
2019-11-23 18:00:00,7287.79000000,7334.86000000,7269.00000000,7307.71000000,1446.23982900,1574535599999,10554220.30676561,14369,816.85598300,5962065.53792462,0
2019-11-23 19:00:00,7307.71000000,7324.14000000,7271.77000000,7285.68000000,1311.24866200,1574539199999,9576264.82322537,12502,691.11523800,5048428.79572079,0
2019-11-23 20:00:00,7285.56000000,7296.53000000,7240.00000000,7270.46000000,2090.20527300,1574542799999,15182136.94673804,15250,1102.06491200,8003811.28420844,0
2019-11-23 21:00:00,7269.23000000,7283.72000000,7237.78000000,7276.01000000,1006.38588500,1574546399999,7304077.51118186,10593,506.82774700,3678778.38888156,0
2019-11-23 22:00:00,7276.00000000,7326.00000000,7264.47000000,7293.04000000,1143.76047000,1574549999999,8344334.64240284,12300,594.57701200,4337249.48555502,0
2019-11-23 23:00:00,7295.60000000,7319.45000000,7293.26000000,7311.57000000,1313.01902100,1574553599999,9594640.96283470,11708,663.91188100,4851240.14105779,0
2019-11-24 00:00:00,7311.10000000,7330.39000000,7222.00000000,7244.74000000,2478.20909100,1574557199999,18011632.93789865,18672,1177.77875200,8561613.30031091,0
2019-11-24 00:00:00,7311.10000000,7330.39000000,7222.00000000,7244.74000000,2478.20909100,1574557199999,18011632.93789865,18672,1177.77875200,8561613.30031091,0
2019-11-24 01:00:00,7245.79000000,7266.87000000,7229.26000000,7254.63000000,929.41942600,1574560799999,6736841.48905225,9956,482.68059200,3498777.50507376,0
2019-11-24 02:00:00,7255.39000000,7275.00000000,7238.83000000,7239.23000000,707.75075000,1574564399999,5136882.32952925,8469,372.77367400,2705851.88343572,0
2019-11-24 03:00:00,7239.38000000,7239.99000000,7185.00000000,7202.05000000,2040.43230700,1574567999999,14709091.25254869,13898,1016.81616700,7330091.75492202,0
2019-11-24 04:00:00,7202.04000000,7219.93000000,7152.83000000,7169.10000000,1604.14894800,1574571599999,11522946.07248772,14577,828.78554800,5953642.50173953,0
2019-11-24 05:00:00,7169.09000000,7190.00000000,7150.00000000,7175.81000000,1253.44781900,1574575199999,8988654.53127206,10549,630.07596100,4518730.29750978,0
2019-11-24 06:00:00,7175.63000000,7231.56000000,7175.63000000,7195.84000000,1962.92546900,1574578799999,14142254.28484207,13504,989.12057400,7126074.45752186,0
2019-11-24 07:00:00,7195.84000000,7216.47000000,7168.40000000,7180.14000000,1575.77314600,1574582399999,11337861.00601299,12402,815.50820200,5867783.63565600,0
2019-11-24 08:00:00,7178.99000000,7226.75000000,7173.34000000,7199.47000000,1322.10836200,1574585999999,9522619.92905659,11535,650.46510100,4683781.11516181,0
2019-11-24 09:00:00,7198.85000000,7265.37000000,7170.01000000,7248.86000000,2845.11393900,1574589599999,20539804.95964963,18395,1496.33505900,10804479.48214390,0
2019-11-24 10:00:00,7248.86000000,7271.73000000,7100.00000000,7134.17000000,4467.24715000,1574593199999,32019524.09622686,25867,1971.53508900,14133608.90355499,0
2019-11-24 11:00:00,7134.58000000,7263.26000000,7120.71000000,7203.04000000,3610.50560400,1574596799999,25998976.48892026,21524,1967.77471300,14166707.73113785,0
2019-11-24 12:00:00,7203.39000000,7205.86000000,7130.39000000,7154.68000000,2212.70361400,1574600399999,15860019.32125413,15078,1046.59133200,7504503.83025135,0
2019-11-24 13:00:00,7155.00000000,7190.94000000,7125.00000000,7136.86000000,2212.89472600,1574603999999,15823502.79968121,16380,1187.49450000,8491302.40669939,0
2019-11-24 14:00:00,7137.00000000,7169.77000000,6969.90000000,7064.86000000,5470.51997700,1574607599999,38687953.56036685,33807,2324.39874600,16446570.93424657,0
2019-11-24 15:00:00,7065.95000000,7107.35000000,6959.57000000,6981.27000000,4674.77909400,1574611199999,32902702.21531077,28567,2340.75847100,16480064.22334109,0
2019-11-24 16:00:00,6983.23000000,7032.84000000,6912.00000000,7013.75000000,7645.27010500,1574614799999,53336563.28879009,38714,4209.49186500,29375792.78944046,0
2019-11-24 17:00:00,7014.68000000,7113.00000000,7010.00000000,7070.19000000,4244.26924600,1574618399999,29976275.81704838,26215,2181.32562000,15408268.06191824,0
2019-11-24 18:00:00,7070.11000000,7101.42000000,7047.31000000,7074.48000000,3582.88968900,1574621999999,25333069.14970428,18636,1362.28862800,9630056.95602608,0
2019-11-24 19:00:00,7074.48000000,7087.54000000,7008.07000000,7028.78000000,1917.20718300,1574625599999,13521233.05801225,16553,938.59088300,6621465.63515541,0
2019-11-24 20:00:00,7028.78000000,7070.36000000,6984.00000000,7047.58000000,2937.11938500,1574629199999,20652270.26913070,18638,1493.72596600,10502368.56501079,0
2019-11-24 21:00:00,7045.68000000,7087.00000000,7014.03000000,7034.19000000,1700.11529400,1574632799999,11992031.31963206,12535,899.99486700,6350014.69284059,0
2019-11-24 22:00:00,7033.51000000,7057.84000000,7001.00000000,7029.19000000,1139.14829200,1574636399999,8008264.63234933,11346,581.09304300,4085073.92766351,0
2019-11-24 23:00:00,7029.94000000,7037.11000000,6861.00000000,6903.28000000,5356.20786700,1574639999999,37161966.51819875,30197,2422.12534200,16801963.47272881,0
2019-11-25 00:00:00,6900.23000000,6918.66000000,6805.59000000,6879.96000000,6233.97462200,1574643599999,42787038.79754258,34648,3091.60232100,21227863.55087590,0
2019-11-25 00:00:00,6900.23000000,6918.66000000,6805.59000000,6879.96000000,6233.97462200,1574643599999,42787038.79754258,34648,3091.60232100,21227863.55087590,0
2019-11-25 01:00:00,6879.94000000,6941.68000000,6615.00000000,6713.49000000,9401.47948800,1574647199999,63728070.45444087,49306,4121.40876900,27936515.69770004,0
2019-11-25 04:00:00,6717.21000000,6730.00000000,6588.69000000,6640.01000000,4436.72087300,1574657999999,29609515.99182766,36814,1993.60689300,13303953.94028891,0
2019-11-25 05:00:00,6640.18000000,6672.49000000,6515.00000000,6540.21000000,8646.20299900,1574661599999,56890106.07260539,52073,4086.60751700,26902588.20428757,0
2019-11-25 06:00:00,6540.17000000,6680.00000000,6530.00000000,6644.45000000,5908.45660700,1574665199999,38997231.28600753,37411,2881.64214800,19023671.49887603,0
2019-11-25 07:00:00,6644.45000000,6725.95000000,6644.45000000,6672.01000000,4755.61516700,1574668799999,31777939.59941926,27481,2080.95485600,13903985.19644474,0
2019-11-25 08:00:00,6671.70000000,6720.00000000,6632.98000000,6714.83000000,3574.29121900,1574672399999,23839718.29906857,23137,1805.56330100,12042301.28041106,0
2019-11-25 09:00:00,6714.83000000,6795.77000000,6705.00000000,6742.75000000,4383.25869700,1574675999999,29558851.11046597,28685,2053.32034500,13848728.40875513,0
2019-11-25 10:00:00,6744.33000000,6949.00000000,6709.19000000,6888.33000000,4971.93521400,1574679599999,33849646.80727165,32457,2612.93332200,17798094.51966790,0
2019-11-25 11:00:00,6888.33000000,6988.00000000,6823.99000000,6879.02000000,8441.38430900,1574683199999,58137142.14674055,44730,4349.18147800,29953011.38203701,0
2019-11-25 12:00:00,6879.02000000,7200.00000000,6870.66000000,7146.59000000,12189.06525800,1574686799999,86144210.81693462,57823,6772.83719700,47899712.76953378,0
2019-11-25 13:00:00,7145.02000000,7285.00000000,7090.46000000,7122.78000000,12370.19169000,1574690399999,88808781.65137975,50233,7203.86602700,51717278.00321675,0
2019-11-25 14:00:00,7122.90000000,7222.99000000,7120.67000000,7165.00000000,4842.13425700,1574693999999,34699276.73049251,21507,2155.65492500,15451160.24342305,0
2019-11-25 15:00:00,7165.00000000,7285.22000000,7157.58000000,7252.95000000,5923.14144700,1574697599999,42798890.72374541,29585,3187.22478600,23030910.85967323,0
2019-11-25 16:00:00,7253.25000000,7377.69000000,7175.00000000,7207.03000000,8089.14943900,1574701199999,58798194.93291254,38826,4045.26880700,29427840.38358944,0
2019-11-25 17:00:00,7207.66000000,7224.79000000,7147.34000000,7211.63000000,3104.42783200,1574704799999,22301885.06954457,24265,1707.17586900,12264778.69591737,0
2019-11-25 18:00:00,7213.12000000,7273.49000000,7199.52000000,7258.99000000,2087.56971600,1574708399999,15112008.49253430,14154,1002.34773100,7254246.49827283,0
2019-11-25 19:00:00,7258.55000000,7270.00000000,7170.00000000,7192.70000000,1978.38456600,1574711999999,14280335.47806320,13113,951.04456600,6866143.23938358,0
2019-11-25 20:00:00,7192.87000000,7241.44000000,7119.00000000,7160.61000000,2829.85487600,1574715599999,20274439.59068939,17804,1529.03726900,10958213.70640670,0
2019-11-25 21:00:00,7160.38000000,7235.02000000,7125.53000000,7192.74000000,2012.18270500,1574719199999,14431196.09283265,14616,1048.05935600,7513670.36020100,0
2019-11-25 22:00:00,7192.70000000,7223.34000000,7174.70000000,7196.49000000,1144.39845400,1574722799999,8240630.96127767,12540,578.49449600,4166125.62749047,0
2019-11-25 23:00:00,7196.50000000,7197.73000000,7090.17000000,7109.57000000,2321.91576200,1574726399999,16563347.19911027,18513,1275.56163400,9099649.99921135,0
2019-11-26 00:00:00,7109.99000000,7156.00000000,7051.00000000,7137.25000000,2879.16180400,1574729999999,20474648.27543506,21917,1469.69776400,10453657.40498590,0
2019-11-26 00:00:00,7109.99000000,7156.00000000,7051.00000000,7137.25000000,2879.16180400,1574729999999,20474648.27543506,21917,1469.69776400,10453657.40498590,0
2019-11-26 01:00:00,7137.82000000,7183.82000000,7114.21000000,7164.96000000,2064.06157800,1574733599999,14755006.64989148,14763,1154.75914000,8255821.13897866,0
2019-11-26 02:00:00,7164.85000000,7189.43000000,7120.00000000,7136.74000000,1700.39716000,1574737199999,12168785.14278036,14931,776.81190400,5560079.64612415,0
2019-11-26 03:00:00,7136.07000000,7245.88000000,7118.00000000,7245.85000000,2470.39995900,1574740799999,17745943.74542170,16285,1308.85913600,9405180.35542331,0
2019-11-26 04:00:00,7245.83000000,7246.00000000,7181.09000000,7187.49000000,1789.74297900,1574744399999,12903274.34773754,13135,845.60119500,6095910.79623171,0
2019-11-26 05:00:00,7187.97000000,7297.87000000,7186.00000000,7247.49000000,2902.72130200,1574747999999,21034194.89632309,20642,1544.82743000,11190486.40102253,0
2019-11-26 06:00:00,7247.49000000,7340.00000000,7162.15000000,7165.00000000,5919.43556000,1574751599999,42957463.48577685,29763,2754.22178200,19995778.26900758,0
