timestamp,open_BTCUSDT,high_BTCUSDT,low_BTCUSDT,close_BTCUSDT,volume_BTCUSDT,close_LTCUSDT,volume_LTCUSDT,close_ETHUSDT,volume_ETHUSDT,gnews_flair,gnews_tb_polarity,gnews_tb_subjectivity,gnews_sid_pos,gnews_sid_neg,gnews_sid_neu,gnews_sid_com
,,,,,,,,,,,,,,,,
2019-11-21 00:00:00,8098.56,8099.25,8080.35,8098.48,550.095767,55.03,3409.24326,174.72,4216.206670000001,-0.3039633333333333,0.03872705543097666,0.12358069516928798,0.03163333333333333,0.007566666666666667,0.9608,0.1991733333333333
2019-11-21 01:00:00,8098.52,8131.03,8092.1,8123.13,936.604937,55.27,4493.63029,175.74,6499.87548,-0.3039633333333333,0.03872705543097666,0.12358069516928798,0.03163333333333333,0.007566666666666667,0.9608,0.1991733333333333
2019-11-21 02:00:00,8123.25,8129.78,8104.0,8121.19,747.59945,55.07,4252.92181,175.24,5654.36655,-0.3039633333333333,0.03872705543097666,0.12358069516928798,0.03163333333333333,0.007566666666666667,0.9608,0.1991733333333333
2019-11-21 03:00:00,8120.75,8134.73,8096.62,8125.98,874.090029,55.04,4618.7231200000015,175.51,6427.58067,-0.3039633333333333,0.03872705543097666,0.12358069516928798,0.03163333333333333,0.007566666666666667,0.9608,0.1991733333333333
2019-11-21 04:00:00,8125.2,8129.26,8100.33,8113.99,816.0529730000003,55.01,2386.34738,175.09,5642.6736,-0.3039633333333333,0.03872705543097666,0.12358069516928798,0.03163333333333333,0.007566666666666667,0.9608,0.1991733333333333
2019-11-21 05:00:00,8113.37,8125.0,8107.58,8124.24,476.534032,55.03,1106.58795,175.06,4132.653270000002,-0.3039633333333333,0.03872705543097666,0.12358069516928798,0.03163333333333333,0.007566666666666667,0.9608,0.1991733333333333
2019-11-21 06:00:00,8124.24,8126.0,8083.39,8094.31,1002.450111,54.17,46543.88551,174.5,10244.84172,-0.3039633333333333,0.03872705543097666,0.12358069516928798,0.03163333333333333,0.007566666666666667,0.9608,0.1991733333333333
2019-11-21 07:00:00,8093.92,8104.0,8075.23,8088.58,1284.141437,54.05,14972.272869999999,174.64,8502.62388,-0.3039633333333333,0.03872705543097666,0.12358069516928798,0.03163333333333333,0.007566666666666667,0.9608,0.1991733333333333
2019-11-21 08:00:00,8088.29,8095.0,7910.0,7936.1,6125.485732,52.5,61162.81486000001,172.05,34789.02161,-0.3039633333333333,0.03872705543097666,0.12358069516928798,0.03163333333333333,0.007566666666666667,0.9608,0.1991733333333333
2019-11-21 09:00:00,7937.02,7968.07,7916.2,7933.52,2755.7781219999997,52.54,22557.66946,171.59,18028.313019999998,-0.3039633333333333,0.03872705543097666,0.12358069516928798,0.03163333333333333,0.007566666666666667,0.9608,0.1991733333333333
2019-11-21 10:00:00,7934.69,7941.33,7905.0,7922.34,2085.9684460000008,52.24,14806.89386,171.19,17907.84352,-0.3039633333333333,0.03872705543097666,0.12358069516928798,0.03163333333333333,0.007566666666666667,0.9608,0.1991733333333333
2019-11-21 11:00:00,7922.34,7922.74,7855.0,7870.66,4789.517006,52.11,29410.87828,168.23,57430.70439,-0.3039633333333333,0.03872705543097666,0.12358069516928798,0.03163333333333333,0.007566666666666667,0.9608,0.1991733333333333
2019-11-21 12:00:00,7869.66,7920.0,7840.81,7902.0,2847.462007,52.48,11733.47948,169.27,28271.65267,-0.3039633333333333,0.03872705543097666,0.12358069516928798,0.03163333333333333,0.007566666666666667,0.9608,0.1991733333333333
2019-11-21 13:00:00,7901.56,7904.09,7880.0,7884.89,1359.090384,52.28,6429.76327,168.58,9827.513429999999,-0.3039633333333333,0.03872705543097666,0.12358069516928798,0.03163333333333333,0.007566666666666667,0.9608,0.1991733333333333
2019-11-21 14:00:00,7885.09,7897.79,7777.77,7794.6,3916.112759000001,51.32,31791.770669999998,164.89,39914.33666,-0.3039633333333333,0.03872705543097666,0.12358069516928798,0.03163333333333333,0.007566666666666667,0.9608,0.1991733333333333
2019-11-21 15:00:00,7797.31,7799.61,7500.0,7631.44,13808.78014,50.4,104185.02801000001,161.26,106247.3928,-0.3039633333333333,0.03872705543097666,0.12358069516928798,0.03163333333333333,0.007566666666666667,0.9608,0.1991733333333333
2019-11-21 16:00:00,7631.43,7669.47,7597.26,7614.0,3160.472706,50.06,22854.28974,160.61,24553.67156,-0.3039633333333333,0.03872705543097666,0.12358069516928798,0.03163333333333333,0.007566666666666667,0.9608,0.1991733333333333
2019-11-21 17:00:00,7613.99,7615.87,7526.45,7573.43,2882.7069920000013,49.71,15808.887709999999,158.64,22127.11016,-0.3039633333333333,0.03872705543097666,0.12358069516928798,0.03163333333333333,0.007566666666666667,0.9608,0.1991733333333333
2019-11-21 18:00:00,7573.06,7606.85,7559.49,7587.14,1776.3849260000006,50.28,10939.94469,158.63,14880.055669999998,-0.3039633333333333,0.03872705543097666,0.12358069516928798,0.03163333333333333,0.007566666666666667,0.9608,0.1991733333333333
2019-11-21 19:00:00,7588.04,7632.54,7583.23,7629.81,1617.00776,50.72,9068.02393,160.42,13787.898619999998,-0.3039633333333333,0.03872705543097666,0.12358069516928798,0.03163333333333333,0.007566666666666667,0.9608,0.1991733333333333
2019-11-21 20:00:00,7629.8,7660.0,7566.0,7600.0,1863.594854,50.46,9732.339670000001,159.01,14966.119840000001,-0.3039633333333333,0.03872705543097666,0.12358069516928798,0.03163333333333333,0.007566666666666667,0.9608,0.1991733333333333
2019-11-21 21:00:00,7600.0,7630.0,7587.1,7595.36,933.3810869999999,50.46,3823.30161,159.44,6594.3180299999985,-0.3039633333333333,0.03872705543097666,0.12358069516928798,0.03163333333333333,0.007566666666666667,0.9608,0.1991733333333333
2019-11-21 22:00:00,7595.36,7628.06,7594.04,7623.49,848.291793,50.63,3684.2744799999996,160.69,6731.89535,-0.3039633333333333,0.03872705543097666,0.12358069516928798,0.03163333333333333,0.007566666666666667,0.9608,0.1991733333333333
2019-11-21 23:00:00,7624.12,7640.26,7601.26,7627.74,961.1768109999999,50.61,2970.29185,161.01,6517.26075,-0.3039633333333333,0.03872705543097666,0.12358069516928798,0.03163333333333333,0.007566666666666667,0.9608,0.1991733333333333
2019-11-22 00:00:00,7627.79,7685.02,7616.88,7685.02,1607.166984,51.12,6010.88029,162.62,18884.89291,-0.20455333333333328,0.013440941869736529,0.11159395431536573,0.02323333333333333,0.014033333333333332,0.9627666666666664,0.09933999999999996
2019-11-22 01:00:00,7685.02,7692.18,7645.18,7647.65,1801.805115,50.85,11940.89698,161.91,18153.07919,-0.20455333333333328,0.013440941869736529,0.11159395431536573,0.02323333333333333,0.014033333333333332,0.9627666666666664,0.09933999999999996
2019-11-22 02:00:00,7647.65,7668.81,7623.59,7636.7,1500.411784,50.7,6075.35348,161.6,10129.95055,-0.20455333333333328,0.013440941869736529,0.11159395431536573,0.02323333333333333,0.014033333333333332,0.9627666666666664,0.09933999999999996
2019-11-22 03:00:00,7636.7,7641.88,7588.0,7599.85,1466.133842,50.36,8852.10125,160.12,14712.91511,-0.20455333333333328,0.013440941869736529,0.11159395431536573,0.02323333333333333,0.014033333333333332,0.9627666666666664,0.09933999999999996
