timestamp,open_BTCUSDT,high_BTCUSDT,low_BTCUSDT,close_BTCUSDT,volume_BTCUSDT,close_LTCUSDT,volume_LTCUSDT,close_ETHUSDT,volume_ETHUSDT
2020-02-11 00:00:00,9851.74,9862.18,9771.86,9779.69,2118.357823,73.2,20829.07344,220.49,21715.98399
2020-02-11 01:00:00,9779.13,9821.26,9700.0,9814.07,3212.749387,73.36,24251.87333,220.45,25568.63878
2020-02-11 02:00:00,9812.51,9821.0,9750.0,9759.76,1260.811162,72.89,11063.27523,219.24,11303.08794
2020-02-11 03:00:00,9759.76,9775.0,9722.24,9733.39,1453.65837,72.95,16025.42297,219.03,12903.02986
2020-02-11 04:00:00,9733.43,9761.63,9715.0,9749.12,1529.174918,73.18,11974.32403,218.63,10730.06419
2020-02-11 05:00:00,9749.11,9784.93,9742.49,9754.01,1161.162737,73.36,13736.03254,219.23,12591.73356
2020-02-11 06:00:00,9754.0,9785.78,9735.14,9765.38,1077.081755,73.38,11111.96776,219.8,8947.57708
2020-02-11 07:00:00,9765.38,9787.07,9727.0,9739.94,1031.892551,72.94,13346.77009,218.61,14540.909
2020-02-11 08:00:00,9739.87,9789.95,9730.89,9789.88,1652.431749,74.1,22950.53616,220.6,14676.04873
2020-02-11 09:00:00,9788.99,9806.36,9763.16,9780.35,1748.074097,74.0,41989.68133,221.23,21984.60759
2020-02-11 10:00:00,9780.39,9805.0,9762.0,9786.87,1472.933694,74.1,17607.30928,221.09,12809.02918
2020-02-11 11:00:00,9786.89,9815.0,9775.07,9801.04,1469.493933,74.5,16318.95221,222.6,12893.92535
2020-02-11 12:00:00,9801.02,9877.54,9787.88,9847.74,3390.982521,74.14,28702.30707,223.21,24136.45803
2020-02-11 13:00:00,9847.74,9908.0,9846.46,9871.43,2632.360439,74.22,13446.46121,223.41,16762.15356
2020-02-11 14:00:00,9871.43,9901.5,9847.0,9857.95,2344.722329,74.03,11360.07114,222.52,13108.42514
2020-02-11 15:00:00,9857.19,10194.0,9852.58,10164.99,10248.321827,76.18,96062.29653,228.8,95464.06842
2020-02-11 16:00:00,10165.0,10311.0,10163.6,10220.12,8661.623178,76.14,51853.58788,231.54,62595.77309
2020-02-11 17:00:00,10220.22,10285.0,10215.0,10280.0,3754.756123,76.89,36876.65673,236.29,56236.03197
2020-02-11 18:00:00,10278.51,10323.59,10190.24,10206.22,4665.967186,76.53,35727.0761,236.48,59579.97601
2020-02-11 19:00:00,10206.26,10256.75,10160.15,10247.73,2309.789015,76.68,22037.76842,238.09,25723.07226
2020-02-11 20:00:00,10246.59,10260.0,10206.65,10222.04,1395.577607,76.62,10716.94247,237.78,20033.18632
2020-02-11 21:00:00,10221.98,10228.71,10168.75,10199.73,1180.332593,76.43,8834.72851,236.46,17685.1333
2020-02-11 22:00:00,10198.52,10220.78,10179.92,10204.0,984.858074,76.7,7712.3785,236.99,10130.35313
2020-02-11 23:00:00,10204.0,10252.9,10183.47,10223.08,1665.282156,76.46,12481.77569,236.69,13457.63628
2020-02-12 00:00:00,10223.08,10320.0,10223.08,10318.97,3266.870887,78.03,39066.73254,247.07,69719.10136
2020-02-12 01:00:00,10317.36,10319.71,10266.03,10279.4,1701.842812,77.73,37772.93571,244.46,29143.93957
2020-02-12 02:00:00,10279.41,10291.39,10226.43,10252.94,1440.985728,77.82,16117.47437,243.91,22365.07011
2020-02-12 03:00:00,10253.44,10287.2,10241.79,10263.0,1466.142032,77.98,18178.48789,244.22,23139.65427
2020-02-12 04:00:00,10263.08,10300.66,10256.78,10269.0,1355.006192,78.33,21628.69305,244.92,16833.21827
2020-02-12 05:00:00,10269.06,10333.28,10256.65,10319.53,2302.150572,78.87,24734.41891,246.69,19289.77323
2020-02-12 06:00:00,10319.57,10343.01,10269.25,10328.24,2412.897909,79.02,32109.37273,248.82,26008.13936
2020-02-12 07:00:00,10327.51,10450.0,10306.02,10366.0,5797.332167,79.25,38762.73739,253.27,89036.43098
2020-02-12 08:00:00,10366.62,10371.72,10226.44,10292.3,4976.99079,78.49,39573.81834,252.7,56812.72337
2020-02-12 09:00:00,10293.0,10293.13,10236.44,10275.96,2430.638864,78.11,20615.84646,253.08,34800.79117
2020-02-12 10:00:00,10275.06,10325.0,10243.25,10305.83,2712.015354,79.02,30046.41232,254.3,53139.05011
2020-02-12 11:00:00,10305.74,10370.75,10288.77,10343.4,2952.320447,79.09,29754.83619,255.61,37254.96458
2020-02-12 12:00:00,10343.4,10344.99,10291.93,10336.39,2025.723872,79.41,21476.13774,255.57,26928.53375
2020-02-12 13:00:00,10336.82,10380.22,10327.05,10370.0,2558.610322,79.53,30821.20106,256.21,21831.5327
2020-02-12 14:00:00,10369.93,10415.0,10284.46,10346.12,3888.119723,79.38,41047.14681,255.88,46992.78874
2020-02-12 15:00:00,10346.27,10348.26,10250.0,10314.56,3461.516125,78.7,21715.53189,254.25,38781.82881
2020-02-12 16:00:00,10314.56,10374.94,10294.0,10339.77,2767.520451,79.46,26378.34122,262.0,68324.55453
2020-02-12 17:00:00,10339.72,10364.52,10312.77,10354.91,1905.14194,79.75,20908.4853,264.73,76322.82661
2020-02-12 18:00:00,10355.06,10359.0,10319.0,10345.78,1419.534218,82.15,69825.18105,265.99,26162.73848
2020-02-12 19:00:00,10345.78,10350.54,10313.0,10313.47,1794.141479,81.85,63061.29851,265.31,23434.41613
2020-02-12 20:00:00,10313.49,10383.97,10313.49,10377.9,2093.568843,81.8,39617.15314,273.71,49929.24061
2020-02-12 21:00:00,10376.67,10410.0,10315.21,10373.28,3010.211333,81.14,48885.41399,269.82,105803.70065
2020-02-12 22:00:00,10373.0,10380.8,10329.45,10337.26,1402.626188,81.41,14140.25414,267.94,26035.36742
2020-02-12 23:00:00,10337.26,10365.0,10303.0,10326.46,1866.155682,81.17,25306.97217,265.74,49983.36301
2020-02-13 00:00:00,10325.33,10381.99,10310.51,10366.62,1550.885797,82.46,29602.1918,272.21,41410.20813
2020-02-13 01:00:00,10368.05,10400.0,10350.27,10393.26,1664.566865,82.35,25057.43259,273.81,44125.13708
2020-02-13 02:00:00,10393.24,10423.88,10363.61,10405.75,2696.09932,83.55,69388.84672,272.31,44046.23998
2020-02-13 03:00:00,10407.29,10440.67,10365.0,10379.74,2327.872318,82.81,38353.08225,269.03,44500.44386
2020-02-13 04:00:00,10379.61,10423.0,10378.31,10395.08,1501.764552,82.92,25521.35754,269.45,19473.33162
2020-02-13 05:00:00,10394.88,10439.99,10394.87,10435.82,1624.08888,83.22,26510.27458,272.14,17815.03793
2020-02-13 06:00:00,10435.98,10457.63,10422.19,10452.97,2511.550796,83.38,32406.69447,272.49,30960.84897
2020-02-13 07:00:00,10452.97,10491.0,10326.49,10338.96,4889.580957,80.94,89230.61446,266.27,50021.64391
2020-02-13 08:00:00,10338.94,10366.53,10110.0,10260.86,8764.581517,79.59,158640.97391,261.86,144699.18338
2020-02-13 09:00:00,10260.86,10264.14,10100.0,10166.97,5558.200841,78.86,74371.65674,261.0,67384.53245
2020-02-13 10:00:00,10164.05,10210.0,10123.0,10169.93,3397.830442,79.31,37198.69488,262.79,46564.06538
2020-02-13 11:00:00,10169.33,10189.69,10080.0,10151.11,3709.662076,79.25,30352.93375,262.82,41229.0378
2020-02-13 12:00:00,10151.66,10240.0,10100.2,10211.08,3641.039525,80.58,39482.50907,268.36,54302.39806
2020-02-13 13:00:00,10211.08,10500.0,10183.33,10199.0,10685.498802,80.48,94119.40229,268.3,117822.05234
2020-02-13 14:00:00,10186.93,10352.0,10123.6,10248.93,8089.158412,80.52,102965.63246,269.78,115184.85629
2020-02-13 15:00:00,10250.26,10315.65,10190.86,10254.93,2806.788969,80.97,43626.85457,270.4,38634.56174
2020-02-13 16:00:00,10254.23,10292.99,10156.0,10162.74,3184.853884,80.05,32103.46808,266.7,41229.54242
2020-02-13 17:00:00,10162.73,10244.44,10145.5,10199.68,2765.972511,80.52,20943.59239,267.44,35934.11979
2020-02-13 18:00:00,10198.64,10239.81,10185.03,10206.44,1416.972778,80.94,17587.08695,267.34,11745.56625
2020-02-13 19:00:00,10206.46,10271.96,10200.5,10250.31,1742.34938,81.37,10597.47946,269.04,19353.06406
2020-02-13 20:00:00,10251.15,10265.0,10208.14,10226.61,1110.87648,80.51,11172.60931,266.42,13941.82334
2020-02-13 21:00:00,10226.5,10228.95,10181.88,10189.01,1675.431814,80.02,13415.37468,263.13,20530.12214
2020-02-13 22:00:00,10189.86,10240.26,10185.03,10224.15,972.47001,79.88,10506.62158,266.27,13239.70074
2020-02-13 23:00:00,10224.0,10252.79,10207.02,10229.63,1056.261833,80.55,17899.36337,268.32,15531.63604
2020-02-14 00:00:00,10227.78,10242.79,10178.27,10224.81,1699.634637,80.68,28443.81693,268.08,24386.25859
2020-02-14 01:00:00,10225.59,10281.18,10209.19,10227.89,2003.204287,80.43,14649.45649,267.34,21704.24264
2020-02-14 02:00:00,10228.57,10266.6,10224.92,10260.68,999.836777,81.43,22457.81003,267.98,6883.5723
2020-02-14 03:00:00,10260.65,10290.0,10214.0,10258.7,1981.680183,81.25,14358.65146,266.76,28290.51958
2020-02-14 04:00:00,10258.66,10280.0,10204.34,10221.9,1866.772891,80.72,21603.43021,266.82,27762.09254
2020-02-14 05:00:00,10221.89,10237.09,10162.37,10173.25,1719.201396,80.2,11470.9373,264.48,18145.71
2020-02-14 06:00:00,10173.3,10202.91,10154.0,10196.27,1414.738059,80.33,12894.21407,264.47,20439.72573
2020-02-14 07:00:00,10196.0,10205.86,10111.37,10124.98,2258.83506,79.66,27535.23182,262.86,29802.6519
2020-02-14 08:00:00,10124.98,10178.44,10111.57,10165.14,2046.883471,80.51,17765.0483,265.83,21574.21903
2020-02-14 09:00:00,10165.13,10229.5,10150.01,10223.85,2462.700752,81.64,33076.07031,268.15,24823.8532
2020-02-14 10:00:00,10223.86,10298.0,10206.3,10252.96,4032.697888,81.93,41395.90295,270.31,51777.64341
2020-02-14 11:00:00,10251.68,10278.55,10213.82,10269.24,2114.449995,81.94,28908.78269,270.95,30799.95153
2020-02-14 12:00:00,10269.52,10287.37,10240.0,10258.57,1711.856196,81.76,17720.18573,270.73,23839.22853
2020-02-14 13:00:00,10258.56,10268.3,10240.0,10252.9,1554.392182,81.47,15112.4456,270.22,16181.25433
2020-02-14 14:00:00,10253.51,10360.2,10224.0,10240.23,3915.619612,81.42,30413.91758,272.09,52423.40478
2020-02-14 15:00:00,10239.64,10288.0,10231.31,10249.94,1967.676793,81.37,17550.23504,272.91,27026.41738
2020-02-14 16:00:00,10249.94,10308.08,10243.72,10285.0,2102.244933,81.84,24193.7444,277.78,55260.20889
2020-02-14 17:00:00,10285.0,10292.96,10258.25,10281.46,1527.328164,81.8,16370.30689,279.18,56789.12747
2020-02-14 18:00:00,10281.67,10359.0,10281.63,10356.89,2647.982744,82.66,31148.67196,284.5,58471.39329
2020-02-14 19:00:00,10356.95,10375.45,10316.3,10341.64,1782.753387,82.57,14931.11786,282.5,47449.8071
2020-02-14 20:00:00,10340.15,10375.0,10340.13,10354.47,1669.696235,82.39,16435.56307,282.69,26867.99925
2020-02-14 21:00:00,10354.05,10381.56,10314.5,10329.81,1204.390215,82.82,11883.26449,282.3,17795.33221
2020-02-14 22:00:00,10329.79,10348.41,10280.11,10346.0,1296.881593,83.48,24035.86359,283.27,18125.29944
2020-02-14 23:00:00,10346.25,10352.36,10320.0,10344.36,1057.022723,83.14,29137.02629,285.15,28324.40954
2020-02-15 00:00:00,10344.36,10375.0,10320.0,10333.09,1864.585907,82.94,23522.85666,285.96,39720.32791
2020-02-15 01:00:00,10332.99,10349.53,10235.08,10244.5,2172.8492,81.29,29589.24299,279.28,44612.72349
2020-02-15 02:00:00,10245.92,10277.62,10203.52,10240.64,2049.71385,80.37,47034.18179,280.62,30872.26461
2020-02-15 03:00:00,10240.2,10287.0,10240.19,10272.39,1151.03556,81.49,19050.0204,282.1,14137.58656
2020-02-15 04:00:00,10273.09,10279.0,10245.01,10260.63,1043.638308,80.74,25041.79068,281.15,11216.96959
2020-02-15 05:00:00,10261.17,10263.45,10220.0,10224.72,1171.997914,80.19,14383.44006,278.49,17496.43815
2020-02-15 06:00:00,10223.08,10261.79,10200.0,10240.01,1227.315023,80.62,19965.22736,280.78,20803.13797
2020-02-15 07:00:00,10240.0,10245.07,10190.9,10221.76,2161.412886,79.89,32141.98515,279.48,25389.51225
2020-02-15 08:00:00,10221.03,10252.98,10211.82,10252.8,1415.318745,80.08,12390.89582,282.63,20900.36676
2020-02-15 09:00:00,10252.24,10269.99,10221.79,10256.63,1235.810468,81.72,32660.71315,283.99,16585.37348
2020-02-15 10:00:00,10256.9,10274.18,10242.21,10242.99,1345.110831,81.23,21906.72392,282.78,23419.99278
2020-02-15 11:00:00,10243.41,10254.83,10220.0,10229.36,1459.279573,80.85,16244.9373,281.54,17964.60194
2020-02-15 12:00:00,10229.36,10248.97,10207.97,10240.0,1588.947937,81.12,12590.20325,282.91,17956.58497
2020-02-15 13:00:00,10240.0,10246.75,10214.59,10236.06,1002.49866,81.09,6195.31644,282.25,16635.58137
2020-02-15 14:00:00,10236.3,10259.97,10234.02,10241.65,1632.143468,81.42,15245.46911,281.76,18251.57283
2020-02-15 15:00:00,10242.84,10244.76,9801.0,9983.18,8946.71085,78.93,66398.43325,274.06,102060.58418
2020-02-15 16:00:00,9983.24,10095.0,9866.39,9903.95,11081.864309,77.08,124296.21643,267.04,158152.90804
2020-02-15 17:00:00,9903.9,9950.9,9827.0,9844.69,4567.496598,75.46,68239.17409,262.84,91596.4619
2020-02-15 18:00:00,9844.42,9920.0,9811.84,9914.13,3978.433925,76.68,58271.91358,268.78,73755.44841
2020-02-15 19:00:00,9914.14,9940.0,9891.66,9893.99,1595.728139,76.37,14764.53908,266.63,35894.6862
2020-02-15 20:00:00,9893.52,9919.57,9870.33,9892.89,1455.387982,76.71,10682.31585,267.26,19078.52464
2020-02-15 21:00:00,9893.96,9929.75,9891.15,9923.53,1075.806612,77.16,12303.97015,268.1,12399.98647
2020-02-15 22:00:00,9923.54,9949.0,9911.17,9923.82,1259.606215,76.97,6453.20543,267.31,9549.21149
2020-02-15 23:00:00,9924.94,9936.27,9882.04,9904.72,1174.509987,76.7,15277.34729,264.88,22362.29675
2020-02-16 00:00:00,9904.46,9929.99,9853.02,9929.31,2196.699718,78.25,31077.9974,265.85,46655.5916
2020-02-16 01:00:00,9929.6,9940.11,9910.03,9931.0,1059.73894,78.05,14088.46872,267.94,19116.11473
2020-02-16 02:00:00,9930.99,10042.67,9917.07,10041.53,3013.256522,80.59,39662.91824,273.48,35444.18525
2020-02-16 03:00:00,10041.53,10050.0,9992.64,10000.58,1976.828102,79.58,29738.05388,271.3,21196.3819
2020-02-16 04:00:00,10000.62,10029.97,9975.0,10021.36,1223.508839,79.89,16819.44721,272.95,17585.03937
2020-02-16 05:00:00,10020.97,10033.33,9937.0,9955.43,1470.126684,78.57,33828.25608,270.88,25643.48544
2020-02-16 06:00:00,9955.43,9980.0,9945.79,9966.07,935.158156,79.31,16085.40336,270.96,13190.80741
2020-02-16 07:00:00,9966.05,9984.45,9955.55,9959.51,911.475994,78.49,15986.76435,270.25,11372.47016
2020-02-16 08:00:00,9959.58,10017.0,9945.94,9989.31,1444.42169,79.04,16821.32995,271.02,20069.98884
2020-02-16 09:00:00,9989.32,10009.66,9961.2,9971.5,1233.493884,78.52,15789.51129,269.93,17568.89284
2020-02-16 10:00:00,9971.37,9988.82,9928.48,9935.57,1732.032431,77.6,21900.25891,266.54,23559.28354
2020-02-16 11:00:00,9935.57,9970.54,9901.28,9922.63,1869.587783,77.35,26200.89137,265.98,26008.29791
2020-02-16 12:00:00,9922.63,9953.84,9877.16,9917.42,2253.174786,76.97,33188.82962,265.67,37573.27882
2020-02-16 13:00:00,9917.42,9956.02,9856.6,9938.11,3593.838054,77.36,63192.49198,266.56,58306.91295
2020-02-16 14:00:00,9937.56,9974.98,9885.25,9895.2,2367.140107,75.73,31715.05486,262.51,34467.44951
2020-02-16 15:00:00,9895.5,9921.62,9825.16,9858.54,3456.892724,74.2,105610.47426,258.83,92909.65279
2020-02-16 16:00:00,9858.54,9909.0,9638.12,9734.99,10121.532113,69.72,235641.34072,246.31,242998.07225
2020-02-16 17:00:00,9735.0,9800.0,9692.03,9755.03,4084.82065,70.9,83676.66356,250.59,114532.78982
2020-02-16 18:00:00,9755.04,9840.06,9755.02,9796.01,2295.302738,72.27,42641.64851,253.47,64425.29884
2020-02-16 19:00:00,9796.01,9797.73,9711.3,9745.57,2706.153809,71.08,27883.96957,249.76,48687.33785
2020-02-16 20:00:00,9745.91,9781.61,9729.96,9781.18,1833.635171,71.59,14902.12824,252.8,30085.47765
2020-02-16 21:00:00,9780.8,9793.1,9753.38,9758.55,1238.79269,71.47,7546.53079,251.8,19310.15825
2020-02-16 22:00:00,9759.49,9877.96,9750.73,9877.59,2119.302347,73.67,30594.84695,255.33,18856.96259
2020-02-16 23:00:00,9877.63,9996.58,9867.25,9917.27,4887.085605,74.67,43579.97676,258.85,70554.53364
2020-02-17 00:00:00,9910.7,9964.16,9850.0,9862.18,2610.688745,73.45,25526.06546,255.74,37620.18446
2020-02-17 01:00:00,9862.2,9909.1,9839.05,9852.83,1580.047028,72.4,21553.17496,254.56,24933.96773
2020-02-17 02:00:00,9851.98,9863.57,9793.11,9840.51,1555.643276,72.46,24872.72737,252.43,42839.09434
2020-02-17 03:00:00,9840.51,9849.51,9758.59,9808.4,2000.472495,70.85,39015.73558,249.48,39256.76613
2020-02-17 04:00:00,9807.74,9808.32,9710.0,9742.16,3406.322058,69.64,67541.27697,245.6,80569.5677
2020-02-17 05:00:00,9742.18,9808.04,9738.7,9761.78,2230.458368,71.52,34823.44414,249.58,46186.54637
